Store Name,City,Zip Code,County,Category Name,Vendor Name,Item Description
CASEY'S GENERAL STORE #2803 / VILLISCA,,,,,,HIRAM WALKER PEPPERMINT SCHNAPPS SPORTSMAN PACK
K FOOD MART / MONTICELLO,,,,,,KAH ANEJO
CASEY'S GENERAL STORE #3333 / PLEASANT HILL,,,,,,CRYSTAL HEAD ROLLING STONES GIFT SET
CASEY'S GENERAL STORE #2030 / CLINTON,,,,,,GENTIAN APERITIF
K-ZAR INC - WATERLOO,,,,,,BLACK CURRANT LIQUEUR CREME DE CASSIS
CASEY'S GENERAL STORE #2916 / ALTOONA,,,,,,CASA NOBLE REPOSADO
HY-VEE DOLLAR FRESH - EMMETSBURG,,,,,,DEKUYPER STRAWBERRY LIQUEUR
BROTHERS MARKET / BLOOMFIELD,,,,,,PEARL GIN
HOMETOWN FAMILY MARKET,,,,,,LETHERBEE GIN
CASEY'S GENERAL STORE #2890 / WEST LIBERTY,,,,,,RONDIAZ MINI
TOBACCO OUTLET PLUS #507 - URBANDALE,,,,,,JAMESON CASKMATES
CIRCLE K #4706602 / CLINTON,,,,,,MT GAY EXTRA OLD RUM
CASEY'S GENERAL STORE #2684 - DURANT,,,,,,PRICHARD'S LINCOLN COUNTY LIGHTNING
HAWKEYE SMOKE SHOP,,,,,,NUT CHOCOLATE
KEYSTONE LIQUOR,,,,,,ABERLOUR A'BUNADH 10YR
CASEY'S GENERAL STORE #74 - MORNING SUN,,,,,,KELT VSOP
CIRCLE K #4706601 / BURLINGTON,,,,,,PARADISE CARIBBEAN MIST RUM
CASEY'S GENERAL STORE #1068 - DAVENPORT,,,,,,J.W. DANT SCOTCH
HY-VEE C-STORE / SE ARMY POST,,,,,,REVEL STOKE
THE SNACK SHACK / WATERLOO,,,,,,GREY GOOSE LA POIRE VODKA(PEAR)
HY-VEE FAST AND FRESH / STORM LAKE,,,,,,ARDMORE
HY-VEE C-STORE #2 - ANKENY,,,,,,CRUZAN RUM CREAM DNO
GM MART / IOWA CITY,,,,,,GLENMORANGIE W/2 GLASSES BRITISH OPEN
CASEY'S GENERAL STORE #42 / WELLMAN,,,,,,JACK DANIELS TENNESSEE HONEY W/GLASS
SOUTHGATE EXPRESSE - AMES,,,,,,MOHAWK EX SHARP GINGER BRANDY
FAIRBANK FOOD CENTER / FAIRBANK,,,,,,UNCLE BOB'S ROOT BEER MINI
'DA BOOZE BARN / WEST BEND,,,,,,REDBREAST 12YR CASK STRENGTH HA
CASEY'S GENERAL STORE #1659 / ANKENY,,,,,,HERBSAINT ORIGINAL
KUM & GO #0217 -AMES,,,,,,HOT ROSE CINNAMON CREAM LIQUEUR
CASEY'S GENERAL STORE #2346 / BURLINGTON,,,,,,CANADIAN HUNTER TRAVELER CAMO
CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,,,,,,SAUZA HORNITOS ANEJO
CASEY'S GENERAL STORE #0007 / OTTUMWA,,,,,,UV BLUE RASPBERRY  VODKA GLASS
CASEY'S GENERAL STORE #2023 / FT MADISON,,,,,,BIRD DOG PEPPERMINT MOONSHINE MINI
HY-VEE GAS #1 / ANKENY,,,,,,BELVEDERE INTENSE UNFILTERED
HOMETOWN FOODS - CONRAD,,,,,,BURNETT'S ORANGE CREAM VODKA
HOMETOWN FOODS - HUBBARD,,,,,,SHAKER'S RYE VODKA
CASEY'S GENERAL STORE #72 / TIPTON,,,,,,TGIFRIDAYS BARBADOS RUM PUNCH
SHORTEE'S PIT STOP / SPEEDWAY CAFE,,,,,,HOT LIL' HOOCH CHERRY CINNAMON WHISKEY
CASEY'S GENERAL STORE #2229 / OSAGE,,,,,,LUXARDO AMARO ABANO
CASEY'S GENERAL STORE #2185 / MANCHESTER,,,,,,BLACK MAPLE HILL SMALL BATCH DNO
CASEY'S GENERAL STORE #2779 / CORALVILLE,,,,,,PINNACLE CANDY CANE TRIAL PACK
TAYLOR QUIK PIK - HARLAN,,,,,,CABIN FEVER MAPLE FLAVORED WHISKEY
BEECHER LIQUOR / DUBUQUE,,,,,,DEKUYPER TROPICAL COCONUT
KIMMES HUMBOLDT COUNTRY STORE #14,,,,,,E & J CHOCOLATE TEMPTATION
CASEY'S GENERAL STORE #1605 / HAMPTON,,,,,,BULLDOG GIN MINI
WESTSIDE HOUSER MART / MUSCATINE,,,,,,JOSE CUERVO TRADICIONAL SILVER
BIG 10 MART #62 / BETTENDORF,,,,,,TRU GIN
WEST D LIQUORS,,,,,,HIRAM WALKER BLACKBERRY BRANDY
WHISKEY BUSINESS / ALLERTON,,,,,,JOSE CUERVO SILVER W/1L CLASSIC LIGHT MARGARITA MIX
GARNER FOODS / FT MADISON,,,,,,SHADY FRUIT VALENCIA ORANGE
KUM & GO #3035 / WEST DES MOINES,,,,,,KETEL ONE W/PITCHER
CASEY'S GENERAL STORE #3852 / CRESTON,,,,,,IOWA LEGENDARY RYE UNAGED
ROLFE HEARTLAND,,,,,,SPICEBOX CANADIAN CINNAMON WHISKY
URBAN FUEL LLC / NORTH LIBERTY,,,,,,TATLER SCOTCH LIQUEUR
TOBACCO HUT / URBANDALE,,,,,,AVION ESPRESSO
BREW IDA GROVE,,,,,,PARKERS HC PROMISE OF HOPE
KWIK SPIRITS #1191 / FORT DODGE,,,,,,FORTY CREEK CONFEDERATION OAK HA
JJ GAS AND FOOD / SPRINGVILLE,,,,,,JACK DANIEL'S SINGLE BARREL HOLIDAY SELECT
LIQUOR LOVERS / ANKENY,,,,,,SERPENT'S BITE APPLE CIDER FLAVORED WHISKY
KUM & GO #0185 / BONDURANT,,,,,,TARANTULA AZUL CO PACK
FAREWAY STORES #193 / TIFFIN,,,,,,ALBERTA RYE DARK BATCH
KUM & GO #0131 / HUXLEY,,,,,,E & J VSOP
DANNYS TOBACCO & LIQUOR / GUTTENBERG,,,,,,(RI)1 RYE
CASH SAVER #33 / DES MOINES,,,,,,HAWKEYE GRAPE
SPIRITS LIQUOR / GRIMES,,,,,,CALUMET FARM BOURBON VAP
CORNER STOP / WASHINGTON,,,,,,GRIFFON VODKA
MLK LIQUOR LLC / DES MOINES,,,,,,GRAND MURIEL ORANGE LIQUEUR
HY-VEE / VINTON,,,,,,FERNET BRANCA
HY-VEE / GRIMES,,,,,,APRICOT GRAPPA
TOP SHELF LIQUOR / IOWA CITY,,,,,,CHARTREUSE GREEN FRENCH LIQUEUR
HY-VEE FAST AND FRESH / GRIMES,,,,,,AALBORG AKVAVIT DANISH LIQUEUR - DNO
CASEY'S #4368 / CORALVILLE,,,,,,EVERCLEAR ALCOHOL 190 PROOF
KWIK STAR #1119 / EMMETSBURG,,,,,,YAHARA BAY VODKA
CASEY'S GENERAL STORE #3214 / OSKALOOSA,,,,,,SOBIESKI RASPBERRY VODKA
STAR CONVENIENCE / FORT DODGE,,,,,,EVERCLEAR LIGHTNIN
HY-VEE DRUGSTORE (7042) / IOWA CITY,,,,,,PIKE STREET
SHOP N SAVE NEWTON,,,,,,TEMPLETON RYE W/FLASK
CASEY'S GENERAL STORE #2676 / DES MOINES,,,,,,CAPTAIN MORGAN ORIGINAL SPICED 1.75L W/CM WHITE 200ML TRAY PACK
PRIME MART - CEDAR FALLS,,,,,,MICHAEL COLLINS IRISH WHISKEY
HY-VEE WINE AND SPIRITS (1038) / BOONE,,,,,,COGNAC NAPOLEON XO
CASEY'S GENERAL STORE #3439 / LIME SPRINGS,,,,,,BELLA ORANGECELLO
"FAREWAY STORES, INC. #222 / ROCKWELL CITY",,,,,,MCCORMICK BLENDED WHISKEY
BP FUEL / DUBUQUE,,,,,,44 NORTH MAGIC VALLEY
HOMETOWN WINE & SPIRITS / OSKALOOSA,,,,,,BOLS APRICOT BRANDY
BOOTLEGGING BARZINIS,,,,,,PARROT BAY PINA COLADA POUCH
HOMETOWN SPIRITS / TIFFIN,,,,,,CAIPIRINHA LIME
KWIK STAR #1160 / LE MARS,,,,,,DEKUYPER AMARETTO
TOBACCO OUTLET PLUS #537 / IOWA CITY,,,,,,BURNETT'S VANILLA VODKA
JET STOP BIRMINGHAM / BIRMINGHAM,,,,,,ICE HOLE ROOTBEER SCHNAPPS
HY-VEE FOOD STORE (1011) / ALTOONA,,,,,,CIROC TEN HA
UNIVERSITY LIQUORS / WDM,,,,,,HAVANA JUDGE WHITE
HILL COUNTRY CONVENIENCE STORE / COLESBURG,,,,,,JACK DANIELS GREEN LABEL(DNO)
CASEY'S #4025 / MUSCATINE,,,,,,LA COLLECTION FLAG
CORNER MART / MARION,,,,,,CROWN ROYAL CASK NO. 16
HAWKEYE SMOKE AND LIQUOR / IOWA CITY,,,,,,SMIRNOFF W/SMIRNOFF RASPBERRY 200ML TRAY PACK
HY-VEE FOOD STORE (1473) / OSCEOLA,,,,,,PEARL CITRUS VODKA
HY-VEE WINE AND SPIRITS (1544) / RED OAK,,,,,,GLENLIVET NADURRA OLOROSO
CASEY'S #4317 / VINTON,,,,,,DEHNER DISTILLERY VODKA
SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,,,,,,DEKUYPER WHITE CREME DE MENTHE
BROOKLYN GROCERY / BROOKLYN,,,,,,PIKE CREEK
MINI-MART / INDEPENDENCE,,,,,,BOLS BLUE CURACAO
TODD'S SHELL / ROCK RAPIDS,,,,,,WISER'S SPICED VANILLA
ALLCOOL LIQUORS / WDM,,,,,,SOUTHERN COMFORT FANTASY FOOTBALL
PRIMESTAR / MARENGO,,,,,,STOLICHANAYA ELIT VODKA
BEER THIRTY CARROLL / CARROLL,,,,,,PENTHOUSE SPIRITS VODKA
LIBERTY VIEW WINE & SPIRITS / NORTH LIBERTY,,,,,,MARASKA KRUSKOVAC
SA TOBACCO LIQUOR MART / CLINTON,,,,,,MCCORMICK IRISH CREAM W/2 GLASSES
WESTSIDE SPIRITS / CEDAR RAPIDS,,,,,,SVEDKA GRAPE VODKA
KWIK STAR #710 / TOLEDO,,,,,,SEAGRAM'S RED BERRY FLAVORED VODKA
HY-VEE FOOD STORE #5 (1151) / DES MOINES,,,,,,MATHILDE POIRES
HY-VEE FOOD STORE (1295) / IOWA FALLS,,,,,,HANGAR ONE MANDARIN
STAR LIQUOR TOBACCO AND VAPE / WAUKEE,,,,,,CHICK'S VODKA
MADELLA WINE AND SPIRITS / BETTENDORF,,,,,,HAIR OF THE DAWG VODKA
OELWEIN MART / OELWEIN,,,,,,TRES LECHES CREAM LIQUEUR
DEPOT LIQUOR & GROCERY / MARSHALLTOWN,,,,,,360 BUTTERED POPCORN
"NEIGHBORHOOD FOOD, LIQUOR & TOBACCO / CEDAR RAPIDS",,,,,,MONO LOCO
PUMP N PACK / ROCK VALLEY,,,,,,SOUTHERN COMFORT BOLD BLACK CHERRY MINI
CASEY'S GENERAL STORE #1131 / DYSART,,,,,,MARTELL VS
HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,,,,,,THREE OLIVES PEACH
QUICK STOP / CEDAR RAPIDS,,,,,,JOSE CUERVO RESERVA DE LA FAMILIA
HY-VEE FOOD STORE (1271) / INDIANOLA,,,,,,STOLICHNAYA CHOCOLAT KOKONUT
GATEWAY MART / CLINTON,,,,,,PUCKER VODKA 50ML GRAVITY FEED
HY-VEE FOOD STORE (1403) / MARSHALLTOWN,,,,,,DEATH'S DOOR GIN & TONIC
HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,,,,,,BUCHANANS 18YR SPEC RES SCOTCH
GOWRIE GROCERY,,,,,,SCHONAUER APFEL SCHNAPPS
HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,,,,,,STOLICHNAYA GOLD
CRESCO MART,,,,,,PUCKER VODKA CITRUS SQUEEZE
HY-VEE FOOD STORE (1148) / FLEUR / DSM,,,,,,CHAMBORD LIQUEUR
A&Z LIQUORS / HAMPTON,,,,,,WICKED 87 AMERICAN LIGHT WHISKEY MINI
SUPER MARKET / DAVENPORT,,,,,,HAVANA JUDGE SPICED RUM
KUM & GO #3504 / IOWA CITY,,,,,,SEAGRAMS MELON TWISTED GIN
CASEY'S GENERAL STORE #2665 / WOODBINE,,,,,,SOBIESKI ESPRESSO
HY-VEE FOOD STORE #3 (1142) / DES MOINES,,,,,,STOLICHNAYA STRASBERI VODKA 75 PROOF
BREW OIL #11 / BOYDEN,,,,,,LUXARDO MARASCHINO CHERRY
KJ'S CONVENIENCE & DELI / MAQUOKETA,,,,,,DRAMBUIE SCOTCH LIQUEUR MINI
HY-VEE DOLLAR FRESH / MANCHESTER,,,,,,RAIN VODKA
PONY EXPRESS / SLOAN,,,,,,UV 103
HY-VEE / DRUGTOWN #1 (7020) / CEDAR RAPIDS,,,,,,SAUZA CIEN 100 ANOS REPOSADO
ONE STOP FOOD AND FUEL / SIOUX CITY,,,,,,ORPHAN BARREL FORGED OAK HA
BLIND PIG COCKTAIL BODEGA WEST DES MOINES,,,,,,PINNACLE RAINBOW SHERBET MINI
PORTERS CONVENIENCE 66 / CLINTON,,,,,,BELVEDERE PURE W/GLASS
ROCK C LIQUOR & WINE & TOBACCO / IOWA FALLS,,,,,,MALIBU CARRIBEAN COSMO LIGHT COCKTAIL IN A BAG
WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,,,,,,PINNACLE CHERRY LEMONADE VODKA
WORLD LIQUOR AND TOBACCO PLUS VAPORS /  CHEROKEE,,,,,,CASA NOBLE CRYSTAL
OTTER CREEK STOP / ZWINGLE,,,,,,CRUZAN ESTATE DIAMOND DARK
DIVISION MART / DAVENPORT,,,,,,MAYA HORCHATA
SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,,,,,,BIRD DOG BLACKBERRY W/4-50MLS
KIRKWOOD LIQUOR AND TOBACCO / IOWA CITY,,,,,,CAPTAIN MORGAN ORIGINAL SPICED BARREL TRAY PACK
BEER THIRTY STORM LAKE / STORM LAKE,,,,,,CHAMBORD LIQUEUR W/2 GLASSES
CROWN LIQUOR & SMOKE / IOWA CITY,,,,,,BLUE CHAIR BAY COCONUT SPICED RUM
CASEY'S GENERAL STORE #1908 / INDIANOLA,,,,,,POWER'S GOLD
HAWKEYE LIQUOR & TOBACCO / IOWA CITY,,,,,,GILBEY'S VODKA 80 PRF
THE PUMPER / FAYETTE,,,,,,REMY MARTIN VSOP .100ML
HY-VEE DOLLAR FRESH / ORANGE CITY,,,,,,SUGAR ISLAND COCONUT
CASEY'S GENERAL STORE #1130 / REINBECK,,,,,,MENAGE A TROIS CITRUS
"LIQUOR, TOBACCO & GROCERY / DUBUQUE",,,,,,DEKUYPER RED APPLE SCHNAPPS
RANDY'S NEIGHBORHOOD MARKET / OSAGE,,,,,,CAOL ILA 12 YR SCOTCH
HY-VEE DOLLAR FRESH / MAQUOKETA,,,,,,BURNETT'S MAPLE SYRUP
MAIN STREET TOBACCO SHOP / MAQUOKETA,,,,,,TORTUGA BANANA RUM
JACK & JILL STORE / WEST BRANCH,,,,,,DEWAR'S WHITE LABEL SCRATCHED CASK
HAWKS LIQUOR & TOBACCO / CORALVILLE,,,,,,KRU 82 VODKA GLASS
HUBER'S STORE / FORT ATKINSON,,,,,,1800 ULTIMATE POMEGRANATE MARGARITA RTD
HY-VEE FOOD STORE #1 (1887) / WDM,,,,,,GEORGIA MOON CORN WSKY FRUIT JAR 80PRF
CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,,,,,,SAZERAC 18YR RYE HA
HY-VEE DOLLAR FRESH / INDEPENDENCE,,,,,,SKYY BARCRAFT WATERMELON FRESCA MINI
GM MINIMART / MUSCATINE,,,,,,LUNAZUL BLANCO MINI
KWIK STAR #1146 / CEDAR RAPIDS,,,,,,WHITE DOG MASH #1 WHISKEY
NEIGHBORHOOD LIQUOR HOUSE / ANKENY,,,,,,JUNIOR JOHNSON MIDNIGHT MOON
CASEY'S GENERAL STORE #3955 / NORTH LIBERTY,,,,,,BALVENIE PORTWOOD 21YR SCOTCH HA
HY-VEE CRESCO DOLLAR FRESH,,,,,,ALIZE RED PASSION
S & S MEATS AND SPIRITS / OSAGE,,,,,,DEKUYPER APRICOT BRANDY
DAY BREAK / WHEATLAND,,,,,,KAHLUA RTD WHITE RUSSIAN
SUNDSTOP / OLIN,,,,,,YAHARA BAY VANILLA DREAM
SUPERQUICK LIQUOR VINE / WEST DES MOINES,,,,,,IRISH PEATED SINGLE MALT WHISKEY
EZ STOP 1 / DUBUQUE,,,,,,FORTY CREEK DOUBLE BARREL HA
LE CLAIRE GROCERY STORE / LE CLAIRE,,,,,,SOLDIER VALLEY BOURBON
HY-VEE OELWEIN DOLLAR FRESH,,,,,,YAHARA BAY GIN
PRESTON COUNTRY STORE,,,,,,SKYY INFUSION GINGER
LIQUOR TOBACCO & VAPE / CLINTON,,,,,,PEARL STRAWBERRY BASIL
CASEY'S GENERAL STORE #3854  / MANCHESTER,,,,,,CARIBOU CROSSING HA
I TOWNER STOP / INDIANOLA,,,,,,CRUZAN ORANGE RUM
KIMMES CARROLL COUNTRY STORE 1 / CARROLL,,,,,,CLYNELISH HA
GM FOOD MART / MUSCATINE,,,,,,5 YEAR IRISH SINGLE GRAIN
OASIS WINE AND SPIRITS - WINTERSET,,,,,,PINNACLE KING CAKE
CASEY'S GENERAL STORE #3757 / IDA GROVE,,,,,,DEKUYPER RED APPLE
CASEY'S GENERAL STORE #3904 / MANNING,,,,,,INVER HOUSE SCOTCH
HY-VEE C-STORE #3 / DUBUQUE,,,,,,ARDBEG PERPETUUM HA
BREW #67 / DAVENPORT,,,,,,CRUZAN BANANA RUM
BREW #62 / DAVENPORT,,,,,,STAWSKI POTATO VODKA
COSTCO WHOLESALE #1630 / ANKENY,,,,,,CROWN ROYAL RESERVE W/4 COASTERS
THRIFTWAY / LA PORTE CITY,,,,,,SMIRNOFF WILD HONEY MINI
EASTSIDE LIQUOR AND GROCERY / MARSHALLTOWN,,,,,,PINNACLE STRAWBERRY SHORTCAKE MINI
DUBUQUE WINE & SPIRITS,,,,,,360 MANDARIN ORANGE VODKA
HY-VEE FAST & FRESH / WDM,,,,,,FORTY CREEK BARREL SELECT
A&S FOOD AND GAS / DAVENPORT,,,,,,MARTELL VSOP COGNAC
PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,,,,,,LADY BLIGH BUTTER RUM
LIQUOR TOBACCO & VAPE / MANCHESTER,,,,,,MALIBU TROPICAL BANANA LIQUEUR
KUM & GO #1074 / WDM,,,,,,JUGGS BLUEBERRY BAZOOMBAS
FAST AVE ONE STOP / MUSCATINE,,,,,,BLACKHEART W/ROCK GLASSES
COUNTRY FOODS / BELLE PLAINE,,,,,,WHISPER CREEK TENNESSEE SIPPING CREAM MINI
RUSH STOP / CHARLES CITY,,,,,,PINNACLE PEACH MINI
CROSSROADS / HAMPTON,,,,,,IRISH MIST HONEY LIQUEUR
STRAWBERRY FOOD,,,,,,PHILLIPS SNO SHOE GROG
BP / WELTON,,,,,,PASSOA LIQUEUR
LARCHWOOD QUICK STOP / LARCHWOOD,,,,,,360 GRAPE VODKA
BP TO GO #4 / CEDAR RAPIDS,,,,,,EL TESORO ANEJO TEQUILA
KWIK STAR #1142  / IOWA CITY,,,,,,PHILLIPS ROOTBEER SCHNAPPS
OELWEIN LIQUORS LLC / OELWEIN,,,,,,JACK DANIEL TENNESSEE HONEY
KC STORE / STRATFORD,,,,,,DEKUYPER SEX ON THE BEACH TRAVELER
LOCAL LIQUOR / PANORA,,,,,,E.H. TAYLOR SMALL BATCH BOURBON
ROYAL FOOD & LIQUOR / DES MOINES,,,,,,SEAGRAM BLUE BEAST GIN & JUICE
FAREWAY STORES INC #229 / ODGEN,,,,,,ATOMIC CINNAMON WHISKEY
CASEY'S GENERAL STORE #2539 / SHENANDOAH,,,,,,YAHARA BAY AMERICAN RYE WHISKEY
WORLD LIQUOR & TOBACCO + VAPORS / ADEL,,,,,,YAHARA BAY RUM
821 SQ LIQUOR / DES MOINES,,,,,,THREE OLIVES GRAPE MINI
HY-VEE FAST AND FRESH #2 / GRIMES,,,,,,MOUNT ROYAL LIGHT CANADIAN WHISKY
HY-VEE FOOD STORE #1 (1159) / DUBUQUE,,,,,,BURNETT'S CITRUS VODKA
HY-VEE FOOD STORE (1095) / CRESTON,,,,,,RUE 33 FRENCH VODKA
HY-VEE / DECORAH,,,,,,POWERS JOHN LANE
HY-VEE FOOD STORE #1 (1410) / MASON CITY,,,,,,LAGAVULIN 12 YEAR HA
WHISKEY WOLF LIQUOR / GLENWOOD,,,,,,PATRON GRAN PLATINUM
HY-VEE FOOD STORE (1192) / FORT DODGE,,,,,,BIRD DOG CHOCOLATE
HY-VEE FOOD STORE #1 (1504) / OTTUMWA,,,,,,RON MATUSALEM CLASICO RUM
HY-VEE FOOD STORE (1353) / KNOXVILLE,,,,,,THE DALMORE GRAN RESERVA DNO
HY-VEE DYERSVILLE DOLLAR FRESH,,,,,,ELIJAH CRAIG CASK BARREL PROOF HA
JET STOP MILTON / MILTON,,,,,,SQUARE ONE ORGANIC VODKA
HY-VEE FOOD STORE #1 (1105) / DAVENPORT,,,,,,LUNAZUL REPOSADO MINI
HY-VEE GAS #2 / BURLINGTON,,,,,,PARROT BAY PINA COLADA
TOBACCO HUT PLUS US GAS / DES MOINES,,,,,,ROGUE PINK SPRUCE GIN
SUPER STOP / ALTOONA,,,,,,BRUGAL GOLD RUM - DNO
MILLS GROCERY AND LIQUOR / WEST DES MOINES,,,,,,GUYOT CREME DE CASSIS DIJON
JUBILEE FOODS,,,,,,STOLICHNAYA PREMIUM VODKA W/LEMON JUICER/SHAKER
HY-VEE FOOD STORE (1396) / MARION,,,,,,HIRAM WALKER CREME DE NOYAUX(DNO)
BREW OIL #26 / POCAHONTAS,,,,,,AVIATION AMERICAN GIN
HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,,,,,,ARROW GINGER FLAV BRANDY
HY-VEE #2 (1044) / BURLINGTON,,,,,,"THE GLENLIVET TASTING KIT W/12YR 200ML, 15YR 200ML & 18YR 200ML"
SUPER QUICK LIQUOR / WDM,,,,,,GEORGIA MOON PEACH FRUIT JAR
RIVERSIDE #4 / BETTENDORF,,,,,,BOWMORE SCOTCH
PRIME WINE AND SPIRITS / MASON CITY,,,,,,TULLIBARDINE 14YR
CASEY'S #6116 / COUNCIL BLUFFS,,,,,,CALICO JACK CHOCOLATE COCONUT
HAPPY'S WINE & SPIRITS WHOLESALE,,,,,,BARTON LIGHT RUM
HY-VEE FAST AND FRESH #5 (7584) / URBANDALE,,,,,,CRAWFORD SCOTCH
ANOTHER ROUND / DEWITT,,,,,,AUCHENTOSHAN THREE WOOD
CASEY'S GENERAL STORE #2099 / CLIVE,,,,,,1800 ULTIMATE SKINNY MARGARITA
KUM & GO #3156 / CLIVE,,,,,,ASBACH URALT BRANDY
WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,,,,,,MICHTER'S US*1 AMERICAN WHISKEY
CASEY'S #2741 / SIDNEY,,,,,,BAILEYS MUDSLIDE
DOUBLE D LIQUOR STORE / WAUKON,,,,,,DR. MCGILLICUDDY'S VANILLA SCHNAPPS
CASEY'S GENERAL STORE #2315 / CORYDON,,,,,,GREY GOOSE NIGHT VISION
POLK CITY LIQUOR / POLK CITY,,,,,,1800 REPOSADO 750ML & 1800 POMEGRANATE MIXER
HY-VEE / ELDRIDGE,,,,,,BOLS MELON
HIWAY 20 LIQUOR AND TOBACCO / WEBSTER CITY,,,,,,BLACK BOTTLE ORIGINAL
CASEY'S GENERAL STORE #1911 / NEWTON,,,,,,LINIE AQUAVIT
NORTHSIDE LIQUOR AND GROCERY / MASON CITY,,,,,,DON PEDRO RESERVA ESPECIAL BRANDY
HY-VEE FOOD STORE (1065) / CHARITON,,,,,,FARMER BROWN WHISKEY
CASEY'S #2654 / STUART,,,,,,MACALLAN RARE CASK HA
HY-VEE FAST AND FRESH / MARION,,,,,,FOUR ROSES YELLOW
THE HUT / COUNCIL BLUFFS,,,,,,BACARDI GRAND MELON RUM
MINI-MART / CEDAR FALLS,,,,,,SEAGRAMS APPLE VODKA
CASEY'S GENERAL STORE #2150 / WDM,,,,,,ALCHEMIA CHOCOLATE VODKA
CASEY'S GENERAL STORE #1126 / WYOMING,,,,,,BAILEY'S HAZELNUT IRISH CREAM MINI
CASEY'S GENERAL STORE #2584  / OSSIAN,,,,,,KING SOLLY WHITE GRAPE VODKA MINI
FREDRICKSBURG FOOD CENTER,,,,,,BUCHANAN DELUXE 12YR
CASEY'S GENERAL STORE #2786 / DES MOINES,,,,,,OLD FITZGERALD PRIME(DNO)
CASEY'S GENERAL STORE #1428 / MILO,,,,,,SKYY INFUSIONS TEXAS GRAPEFRUIT MINI
HY-VEE FOOD STORE #1 (1042) / BURLINGTON,,,,,,ESPOLON REPOSADO
MARLE HAY LIQUOR & SMOKE / DES MOINES,,,,,,ST ELIZABETH ALLSPICE DRAM
DT LIQUOR LLC / DEWITT,,,,,,GEORGE DICKEL #8
CASEY'S GENERAL STORE #3244 / URBANDALE,,,,,,SKYY INFUSIONS GEORGIA PEACH MINI
SHERPA LIQUOR & TOBACCO OUTLET / BURLINGTON,,,,,,FORTY CREEK DOUBLE BARREL
HY-VEE FAST AND FRESH / JOHNSTON,,,,,,OLD BLOWHARD HA
CASEY'S GENERAL STORE #4 / DES MOINES,,,,,,DEWAR'S WHITE LABEL SCOTCH
SHERPA LIQUOR & TOBACCO OUTLET 1 / BURLINGTON,,,,,,STIRRINGS PEACH LIQUEUR
HY-VEE WAUKON DOLLAR FRESH,,,,,,HOOK'S SPICED RUM POUCH MINI
ROUND WINDOW LIQUOR / KNOXVILLE,,,,,,TANQUERAY BLOOMSBURY GIN
JET STOP NEW LONDON / NEW LONDON,,,,,,DALMORE CIGAR MALT RESERVE
HY-VEE (1530) / PLEASANT HILL,,,,,,HAIG & HAIG PINCH (DIMPLE) 15 YR
CASH SAVER #34 / DES MOINES,,,,,,NEW AMSTERDAM RED BERRY VODKA
NEWTON MARKET / NEWTON,,,,,,ARDBEG AURIVERDES HA
LATIMER GROCERY / LATIMER,,,,,,SANDRA LEE COCKTAIL TIME STRAWBERRY MARGARITA
HY-VEE DOLLAR FRESH / MONTICELLO,,,,,,BRUGAL ANEJO RUM
HY-VEE FAST AND FRESH #3 / URBANDALE,,,,,,MAESTRO DOBEL
CASEY'S GENERAL STORE #1676 / CARLISLE,,,,,,EL CONQUISTADOR BLANCO TEQUILA DNO
"FAREWAY STORES, INC. #232 / WEST DES MOINES",,,,,,HIRAM WALKER CREME DE MENTHE WHITE 3 PAK
CASEY'S GENERAL STORE #1496 / RED OAK,,,,,,REDBREAST  CASK STRENGTH
LIQUORLAND / BURLINGTON,,,,,,JAILERS TENNESSEE WHISKEY
DUAL STOP CARTER LAKE / CARTER LAKE,,,,,,BULLEIT BOURBON FRONTIER WHISKEY
BIG 10 MART #18 / DAVENPORT,,,,,,BACARDI DRAGON BERRY PET
WAUKEE LIQUOR & FOOD MART / WAUKEE,,,,,,EXOTICO REPOSADO
BEER CITY,,,,,,BONNIE ROSE ORANGE PEEL
LIQUOR TOBACCO OUTLET / FORT DODGE,,,,,,BURNETT'S PEAR
HY-VEE FOOD STORE (1009) / ALBIA,,,,,,EVAN WILLIAMS CINNAMON RESERVE MINI
CASEY'S GENERAL STORE #2392 / JOHNSTON,,,,,,PARADISE ISLAND BAY RUM
CASEY'S GENERAL STORE #2686 / FORT DODGE,,,,,,YAHARA BAY AGED RUM
CASEY'S GENERAL STORE #2865 / CEDAR FALLS,,,,,,ST GERMAIN
KEYSTONE MINI MART / KEYSTONE,,,,,,SHEEP DIP ORIG OLDBURY MALT SCOTCH
KWIK STAR #1189 / DE SOTO,,,,,,CALVADOS MORIN SELECTION
MID TOWN LIQUOR & VAPE / MASON CITY,,,,,,ARROW TRIPLE SEC
8 SECONDS / SIDNEY,,,,,,MAKER'S MARK CO-PACK
